graph name;iterations;time[ms];crossing_res;n;m;ang.res;aspect. Ratio;#crossing;
graph_1028.txt;0;0;27.7277;40;60;16.27991948411411;2.301621586823953;25;
graph_1028.txt;100;48;50.553;40;60;22.389916958194284;1.7954752066075488;25;
graph_1028.txt;200;94;50.7482;40;60;23.32673127363484;1.8013861317754845;25;
graph_1028.txt;300;141;50.7482;40;60;23.35538361685821;1.835292167511891;25;
graph_1028.txt;400;187;50.7853;40;60;23.35538361685821;1.861846029170128;24;
graph_1028.txt;500;241;51.3539;40;60;23.35538361685821;1.915342790070739;24;
graph_1028.txt;600;288;52.042;40;60;23.35538361685821;1.9673582102387694;24;
graph_1028.txt;700;336;52.7544;40;60;23.35538361685821;2.00160680972865;24;
graph_1028.txt;800;388;53.1758;40;60;23.35538361685821;2.0573902195843323;25;
graph_1028.txt;900;458;53.1758;40;60;23.35538361685821;2.097946283288691;26;
graph_1028.txt;1000;513;53.1758;40;60;23.35538361685821;2.1286047463357143;26;
graph_1028.txt;100000;9223372036854775807;53.1758;40;60;23.35538361685821;2.1286047463357143;26;
graph_1065.txt;0;0;50.971;40;60;14.264512298079884;2.368916356877624;13;
graph_1065.txt;100;47;52.4578;40;60;15.241645819922732;2.4623098126121534;13;
graph_1065.txt;200;98;54.3563;40;60;15.241645819922732;2.1197000648429056;13;
graph_1065.txt;300;145;54.3563;40;60;15.241645819922732;2.096982689150126;13;
graph_1065.txt;400;190;54.3563;40;60;15.241645819922732;2.1558420194483325;13;
graph_1065.txt;100000;9223372036854775807;54.3563;40;60;15.241645819922732;2.1558420194483325;13;
graph_1093.txt;0;0;25.7693;40;60;18.313113790115107;2.3123916743373822;24;
graph_1093.txt;100;67;48.7151;40;60;21.7401749411289;2.164804390565189;25;
graph_1093.txt;200;126;48.7151;40;60;24.326852885248165;2.019909127460152;25;
graph_1093.txt;300;176;48.7151;40;60;24.66648382609821;2.053305408399689;24;
graph_1093.txt;100000;9223372036854775807;48.7151;40;60;24.66648382609821;2.053305408399689;24;
graph_1108.txt;0;0;21.8457;40;60;9.81012380885041;2.291917720169665;20;
graph_1108.txt;100;54;55.6614;40;60;11.532311090147743;2.235353194268595;19;
graph_1108.txt;200;114;57.4811;40;60;23.347283586768636;2.195445180537596;20;
graph_1108.txt;300;166;57.4817;40;60;27.35085110446354;2.08510837007917;20;
graph_1108.txt;400;218;57.4817;40;60;27.35085110446354;2.0414673462238495;20;
graph_1108.txt;100000;9223372036854775807;57.4817;40;60;27.35085110446354;2.0414673462238495;20;
graph_1117.txt;0;0;16.0132;44;66;5.0274403858588075;3.0695707965837706;28;
graph_1117.txt;100;69;55.1494;44;66;15.921633771387524;2.728044271838209;25;
graph_1117.txt;200;138;55.1494;44;66;15.921633771387524;2.5911361765668324;26;
graph_1117.txt;300;195;55.5863;44;66;15.921633771387524;2.6645707444292768;25;
graph_1117.txt;400;249;55.5863;44;66;15.921633771387524;2.7788671005510106;26;
graph_1117.txt;500;306;55.5863;44;66;15.921633771387524;2.657135821024912;26;
graph_1117.txt;100000;9223372036854775807;55.5863;44;66;15.921633771387524;2.657135821024912;26;
graph_112.txt;0;0;48.2179;40;60;4.453669712118008;2.2765634444818947;16;
graph_112.txt;100;45;58.8638;40;60;10.846729732649365;2.498581981116315;16;
graph_112.txt;200;90;61.9113;40;60;10.846729732649365;2.1964406303274733;17;
graph_112.txt;300;135;61.9113;40;60;10.846729732649365;2.118770164376029;15;
graph_112.txt;400;181;61.9113;40;60;10.846729732649365;2.082479470100139;15;
graph_112.txt;100000;9223372036854775807;61.9113;40;60;10.846729732649365;2.082479470100139;15;
graph_1157.txt;0;0;14.1709;58;87;2.7861365175987465;2.624128632622665;113;
graph_1157.txt;100;100;21.4194;58;87;11.336249615687294;2.850756285652673;116;
graph_1157.txt;200;236;21.4194;58;87;11.336249615687294;3.27529223287937;115;
graph_1157.txt;300;351;21.4194;58;87;11.336249615687294;3.244567395983609;123;
graph_1157.txt;100000;9223372036854775807;21.4194;58;87;11.336249615687294;3.244567395983609;123;
graph_1223.txt;0;0;16.2616;58;87;0.4738640636017109;2.5859563945505144;108;
graph_1223.txt;100;92;20.9644;58;87;6.378548139678593;2.316562906232357;104;
graph_1223.txt;200;192;20.9644;58;87;6.378548139678593;2.0907172535635707;105;
graph_1223.txt;300;282;20.9644;58;87;6.378548139678593;2.3696144688158394;103;
graph_1223.txt;100000;9223372036854775807;20.9644;58;87;6.378548139678593;2.3696144688158394;103;
graph_130.txt;0;0;43.4834;50;75;10.404191122882999;3.0171992429769117;26;
graph_130.txt;100;73;46.5886;50;75;26.141940351306975;1.8361778504788902;30;
graph_130.txt;200;140;46.5886;50;75;26.141940351306975;1.8042575012265782;31;
graph_130.txt;300;208;46.5886;50;75;26.90609804766859;1.920284108327955;31;
graph_130.txt;100000;9223372036854775807;46.5886;50;75;26.90609804766859;1.920284108327955;31;
graph_1326.txt;0;0;5.5353;58;87;0.5168293537977778;3.529752162234254;104;
graph_1326.txt;100;90;18.8298;58;87;8.845247092843893;2.782727767088659;100;
graph_1326.txt;200;185;18.8298;58;87;8.945296665153801;2.8070174683429965;98;
graph_1326.txt;300;283;18.8298;58;87;8.945296665153801;2.851297335107474;96;
graph_1326.txt;100000;9223372036854775807;18.8298;58;87;8.945296665153801;2.851297335107474;96;
graph_1363.txt;0;0;53.1301;40;60;5.782392322363972;2.6398136795012954;10;
graph_1363.txt;100;54;69.1749;40;60;27.943128359795285;2.259928161640028;9;
graph_1363.txt;200;98;71.4125;40;60;32.47771992530166;2.2348206213711426;9;
graph_1363.txt;300;145;71.4125;40;60;32.47771992530166;2.217043068427234;9;
graph_1363.txt;400;190;71.4125;40;60;32.47771992530166;2.2004560911945745;9;
graph_1363.txt;100000;9223372036854775807;71.4125;40;60;32.47771992530166;2.2004560911945745;9;
graph_1379.txt;0;0;15.0485;40;60;4.848719054580822;2.15958169640518;27;
graph_1379.txt;100;48;41.9897;40;60;18.946668112713496;1.961968516099002;28;
graph_1379.txt;200;98;41.9897;40;60;18.946668112713496;1.9053836196911584;29;
graph_1379.txt;300;147;41.9897;40;60;18.946668112713496;1.9615900606825785;27;
graph_1379.txt;100000;9223372036854775807;41.9897;40;60;18.946668112713496;1.9615900606825785;27;
graph_1416.txt;0;0;23.2694;40;60;2.3859440303888775;4.083694144215686;26;
graph_1416.txt;100;58;41.5564;40;60;12.718371492165915;2.1088470585534105;28;
graph_1416.txt;200;122;47.7768;40;60;19.697591722561125;2.265119601390789;28;
graph_1416.txt;300;181;47.7768;40;60;19.697591722561125;2.280751599313001;28;
graph_1416.txt;400;239;47.7768;40;60;19.697591722561125;2.27172783431685;28;
graph_1416.txt;100000;9223372036854775807;47.7768;40;60;19.697591722561125;2.27172783431685;28;
graph_1475.txt;0;0;23.1986;40;60;6.48836407308771;2.266414274435796;28;
graph_1475.txt;100;54;42.1865;40;60;14.800981770852703;2.3964723046349765;29;
graph_1475.txt;200;108;42.1865;40;60;19.430390608151917;2.4645001850775823;28;
graph_1475.txt;300;166;43.2272;40;60;21.18930351594181;2.768447853858151;27;
graph_1475.txt;400;239;43.2272;40;60;21.18930351594181;2.7510279099100328;26;
graph_1475.txt;500;295;43.2272;40;60;21.18930351594181;2.7669458911330054;26;
graph_1475.txt;100000;9223372036854775807;43.2272;40;60;21.18930351594181;2.7669458911330054;26;
graph_152.txt;0;0;10.6003;40;60;22.077789819162486;1.9186837025052013;24;
graph_152.txt;100;62;37.9368;40;60;27.61416893973305;1.9017918802010183;25;
graph_152.txt;200;111;41.5005;40;60;27.61416893973305;1.708757639718494;25;
graph_152.txt;300;159;45.5042;40;60;27.61416893973305;1.8061594124723557;24;
graph_152.txt;400;207;47.9005;40;60;27.61416893973305;1.8243443813324982;24;
graph_152.txt;500;257;49.5059;40;60;27.61416893973305;1.8744035303067184;24;
graph_152.txt;600;320;49.6189;40;60;27.61416893973305;1.9275295493088251;24;
graph_152.txt;700;373;52.6519;40;60;27.61416893973305;1.979815468502026;23;
graph_152.txt;800;427;54.0789;40;60;27.61416893973305;2.020918939723025;23;
graph_152.txt;900;477;54.1233;40;60;27.61416893973305;2.0269701302375376;23;
graph_152.txt;1000;532;54.1233;40;60;27.61416893973305;2.022056855374086;24;
graph_152.txt;1100;584;54.1343;40;60;27.61416893973305;2.056658884614899;23;
graph_152.txt;1200;632;54.162;40;60;27.61416893973305;2.0876171950230202;24;
graph_152.txt;1300;685;54.1883;40;60;27.61416893973305;2.1143954264951645;23;
graph_152.txt;1400;737;54.2053;40;60;27.61416893973305;2.1375789058529806;24;
graph_152.txt;1500;795;54.2118;40;60;27.61416893973305;2.157812076596062;24;
graph_152.txt;1600;844;54.2119;40;60;27.61416893973305;2.1756642270167434;24;
graph_152.txt;1700;892;54.2119;40;60;27.61416893973305;2.191599335923617;24;
graph_152.txt;100000;9223372036854775807;54.2119;40;60;27.61416893973305;2.191599335923617;24;
