graph name;iterations;time[ms];crossing_res;n;m;ang.res;aspect. Ratio;#crossing;
graph_2295.txt;0;0;3.5745;96;144;4.130163326366019;6.568449683905632;70;
graph_2295.txt;100;234;34.5582;96;144;5.549461550107258;2.1519680230461256;87;
graph_2295.txt;200;436;34.5582;96;144;7.557845336946414;2.206449319718298;94;
graph_2295.txt;300;669;34.7012;96;144;8.198259078828755;2.2672744130153983;95;
graph_2295.txt;400;868;35.5311;96;144;9.077420697703943;2.3765838322758626;100;
graph_2295.txt;500;1072;35.8156;96;144;10.278886179905061;2.16969787082422;99;
graph_2295.txt;600;1285;35.8156;96;144;10.8357837690669;2.0159748037512677;101;
graph_2295.txt;700;1500;35.8156;96;144;11.436392877259298;1.9606454003696032;108;
graph_2295.txt;100000;9223372036854775807;35.8156;96;144;11.436392877259298;1.9606454003696032;108;
graph_2451.txt;0;0;34.2482;92;138;0.17120201890728293;3.0859966206286353;54;
graph_2451.txt;100;196;35.0196;92;138;16.97366451123643;2.9924404651894125;72;
graph_2451.txt;200;400;35.0196;92;138;16.97366451123643;2.643222529027649;79;
graph_2451.txt;300;592;35.0196;92;138;16.97366451123643;2.4144908444925393;91;
graph_2451.txt;100000;9223372036854775807;35.0196;92;138;16.97366451123643;2.4144908444925393;91;
graph_927.txt;0;0;11.4697;84;126;2.4293450584486855;3.485127343517908;63;
graph_927.txt;100;187;30.6675;84;126;23.9749375097643;2.0731884428403013;76;
graph_927.txt;200;381;30.9554;84;126;23.9749375097643;2.2135725323342093;83;
graph_927.txt;300;561;30.9554;84;126;23.9749375097643;2.180273234977039;104;
graph_927.txt;400;746;30.9554;84;126;23.9749375097643;2.0990741756880813;106;
graph_927.txt;100000;9223372036854775807;30.9554;84;126;23.9749375097643;2.0990741756880813;106;
